owner,customer,ssi,method
"Ameresco, Inc - Braintree","Ameresco, Inc - Braintree",False,unmatched - passthrough
Maston Garden LLC,Maston Garden LLC,False,unmatched - passthrough
"Dudley River 2 Solar, LLC","Dudley River 2 Solar, LLC",False,unmatched - passthrough
SunE NC Progress 1 LLC,SunE NC Progress 1 LLC,False,unmatched - passthrough
Betcher CSG LLC,Betcher CSG LLC,False,unmatched - passthrough
"JH Solar, LLC","JH Solar, LLC",False,unmatched - passthrough
"Cherry Valley Solar, LLC","Cherry Valley Solar, LLC",False,unmatched - passthrough
MARTA,MARTA,False,unmatched - passthrough
DSI Don Solar LLC,DSI Don Solar LLC,False,unmatched - passthrough
Silicon Valley Clean Water,Silicon Valley Clean Water,False,unmatched - passthrough
Siems Community Solar LLC,Siems Community Solar LLC,False,unmatched - passthrough
DSI Julie Solar LLC,DSI Julie Solar LLC,False,unmatched - passthrough
Lake Waconia Solar IV LLC,Lake Waconia Solar IV LLC,False,unmatched - passthrough
Shore Point Solar LLC,Shore Point Solar LLC,False,unmatched - passthrough
Jack's Solar Garden,Jack's Solar Garden,False,unmatched - passthrough
Glopak Corporation,Glopak Corporation,False,unmatched - passthrough
South Garden LLC,South Garden LLC,False,unmatched - passthrough
RJC I CSG LLC,RJC I CSG LLC,False,unmatched - passthrough
MSC-Scott01 LLC,MSC-Scott01 LLC,False,unmatched - passthrough
Kapaa Solar LLC,Kapaa Solar LLC,False,unmatched - passthrough
"GLC - (CA) Madera, LLC","GLC - (CA) Madera, LLC",False,unmatched - passthrough
"GWE Cranberry Solar RT, LLC","GWE Cranberry Solar RT, LLC",False,unmatched - passthrough
MN Buffalo Lake 212-2 LLC,MN Buffalo Lake 212-2 LLC,False,unmatched - passthrough
Bavaria Solar LLC,Bavaria Solar LLC,False,unmatched - passthrough
MMA LA Power LP,MMA LA Power LP,False,unmatched - passthrough
MMA Fresno Power LP,MMA Fresno Power LP,False,unmatched - passthrough
SoCore 2016 ProjectCo-W5 LLC,SoCore 2016 ProjectCo-W5 LLC,False,unmatched - passthrough
SoCore 2016 ProjectCo-W4 LLC,SoCore 2016 ProjectCo-W4 LLC,False,unmatched - passthrough
SoCore 2016 ProjectCo-W3 LLC,SoCore 2016 ProjectCo-W3 LLC,False,unmatched - passthrough
SoCore 2016 ProjectCo-W2 LLC,SoCore 2016 ProjectCo-W2 LLC,False,unmatched - passthrough
MN CSG 2019-16 LLC,MN CSG 2019-16 LLC,False,unmatched - passthrough
MN CSG 2019-105 LLC,MN CSG 2019-105 LLC,False,unmatched - passthrough
"Syncarpha Hancock III, LLC","Syncarpha Hancock III, LLC",False,unmatched - passthrough
BWC Mystic River LLC,BWC Mystic River LLC,False,unmatched - passthrough
"71CFR WHAM8 Solar, LLC","71CFR WHAM8 Solar, LLC",False,unmatched - passthrough
"Panda Solar NC 1, LLC","Panda Solar NC 1, LLC",False,unmatched - passthrough
"Panda Solar NC 5, LLC","Panda Solar NC 5, LLC",False,unmatched - passthrough
"Panda Solar NC 6, LLC","Panda Solar NC 6, LLC",False,unmatched - passthrough
Winona Solar I LLC,Winona Solar I LLC,False,unmatched - passthrough
"Barton Acres Solar, LLC","Barton Acres Solar, LLC",False,unmatched - passthrough
Banyan SolarCity Owner 2010 LLC,Banyan SolarCity Owner 2010 LLC,False,unmatched - passthrough
"GLC-(CA) SDCCD, LLC","GLC-(CA) SDCCD, LLC",False,unmatched - passthrough
Franklin CSG 1 LLC,Franklin CSG 1 LLC,False,unmatched - passthrough
Wabasha Solar LLC,Wabasha Solar LLC,False,unmatched - passthrough
"Whatley Renewables, LLC","Whatley Renewables, LLC",False,unmatched - passthrough
AMP MA Joe Jenny,AMP MA Joe Jenny,False,unmatched - passthrough
Project Comapny FinCo Phase V LLC,Project Comapny FinCo Phase V LLC,False,unmatched - passthrough
"Prinsburg CSG I, LLC","Prinsburg CSG I, LLC",False,unmatched - passthrough
"Wolverine Solar, LLC",Federal / Regional Power Authority,False,rule
Zumbro Solar LLC,Zumbro Solar LLC,False,unmatched - passthrough
Zumbro Garden LLC,Zumbro Garden LLC,False,unmatched - passthrough
700Eubanks LLC,700Eubanks LLC,False,unmatched - passthrough
Chevron Technology Ventures,Industrial Self-Generation (various),False,rule
Framingham State University,Institutional Self-Generation (various),False,rule
MN CSG 2019-82 LLC,MN CSG 2019-82 LLC,False,unmatched - passthrough
MN CSG 2019-79 LLC,MN CSG 2019-79 LLC,False,unmatched - passthrough
MN CSG 2019-77 LLC,MN CSG 2019-77 LLC,False,unmatched - passthrough
MN CSG 2019-67 LLC,MN CSG 2019-67 LLC,False,unmatched - passthrough
MN CSG 2019-60 LLC,MN CSG 2019-60 LLC,False,unmatched - passthrough
"Dodge Renewables 2, LLC","Dodge Renewables 2, LLC",False,unmatched - passthrough
"Dodge Renewables 1, LLC","Dodge Renewables 1, LLC",False,unmatched - passthrough
Kansas Electric Power Coop Inc,Electric Cooperative (various),False,rule
"Syncarpha Eagle Nest I, LLC","Syncarpha Eagle Nest I, LLC",False,unmatched - passthrough
Schwinghamer Community Solar LLC,Schwinghamer Community Solar LLC,False,unmatched - passthrough
DG Green Arrow LLC,DG Green Arrow LLC,False,unmatched - passthrough
Kearsarge Upper Union LLC,Kearsarge Upper Union LLC,False,unmatched - passthrough
Kearsarge Onset LLC,Kearsarge Onset LLC,False,unmatched - passthrough
Swan Garden LLC,Swan Garden LLC,False,unmatched - passthrough
Svihel Community Solar LLC,Svihel Community Solar LLC,False,unmatched - passthrough
"Sutton Solar 2, LLC","Sutton Solar 2, LLC",False,unmatched - passthrough
Sunstream Energy LLC,Sunstream Energy LLC,False,unmatched - passthrough
Occidental College,Institutional Self-Generation (various),False,rule
"Bear Grove Solar, LLC","Bear Grove Solar, LLC",False,unmatched - passthrough
CTGB Solar Mission III LLC,CTGB Solar Mission III LLC,False,unmatched - passthrough
"Rafterville Solar, LLC","Rafterville Solar, LLC",False,unmatched - passthrough
"FRV SI Transport Solar, L.P. (Sacremento)","FRV SI Transport Solar, L.P. (Sacremento)",False,unmatched - passthrough
"Palombo B Solar, LLC","Palombo B Solar, LLC",False,unmatched - passthrough
Palmer Community Solar LLC,Palmer Community Solar LLC,False,unmatched - passthrough
Pacific Energy Capital,Pacific Energy Capital,False,unmatched - passthrough
POET Biorefining Lake Crystal,POET Biorefining Lake Crystal,False,unmatched - passthrough
RJC II CSG LLC,RJC II CSG LLC,False,unmatched - passthrough
"Catalyze Bolingbrook 279 Marquette Drive Microgrid, LLC","Catalyze Bolingbrook 279 Marquette Drive Microgrid, LLC",False,unmatched - passthrough
MN East Regal LLC,MN East Regal LLC,False,unmatched - passthrough
Lockheed Martin RMS Syracuse,Lockheed Martin RMS Syracuse,False,unmatched - passthrough
"Webster Solar, LLC","Webster Solar, LLC",False,unmatched - passthrough
Reston Town Center Solar 1 LLC,Reston Town Center Solar 1 LLC,False,unmatched - passthrough
Onyx Solar Mission III LLC,Onyx Solar Mission III LLC,False,unmatched - passthrough
Olinda Trail Solar LLC,Olinda Trail Solar LLC,False,unmatched - passthrough
"North Narragansett Avenue Solar Project 2022, LLC","North Narragansett Avenue Solar Project 2022, LLC",False,unmatched - passthrough
"WYM 1250 Palmer, LLC","WYM 1250 Palmer, LLC",False,unmatched - passthrough
Everson Garden LLC,Everson Garden LLC,False,unmatched - passthrough
MP CSG 1 LLC,MP CSG 1 LLC,False,unmatched - passthrough
"ARG STELDCA001, LLC","ARG STELDCA001, LLC",False,unmatched - passthrough
USS Big Lake 1 LLC,USS Big Lake 1 LLC,False,unmatched - passthrough
USS Hancock Solar,USS Hancock Solar,False,unmatched - passthrough
USS Good Solar LLC,USS Good Solar LLC,False,unmatched - passthrough
USS Golly Gee Solar LLC,USS Golly Gee Solar LLC,False,unmatched - passthrough
USS Franklin Solar LLC,USS Franklin Solar LLC,False,unmatched - passthrough
USS Foley Solar LLC,USS Foley Solar LLC,False,unmatched - passthrough
USS Fair Park Solar LLC,USS Fair Park Solar LLC,False,unmatched - passthrough
USS Dubhe Solar LLC,USS Dubhe Solar LLC,False,unmatched - passthrough
USS Dressen Family Solar LLC,USS Dressen Family Solar LLC,False,unmatched - passthrough
Johnson I CSG LLC,Johnson I CSG LLC,False,unmatched - passthrough
Medin 2 Community Solar LLC,Medin 2 Community Solar LLC,False,unmatched - passthrough
"Cohasse Solar, LLC","Cohasse Solar, LLC",False,unmatched - passthrough
Huneke I CSG LLC,Huneke I CSG LLC,False,unmatched - passthrough
Hopewell Valley High School,Hopewell Valley High School,False,unmatched - passthrough
Loon Garden LLC,Loon Garden LLC,False,unmatched - passthrough
"SR Kersey II, LLC","SR Kersey II, LLC",False,unmatched - passthrough
"Colton Solar Two, LLC","Colton Solar Two, LLC",False,unmatched - passthrough
ENGIE Storage Services NA LLC,Engie North America,True,rule
Mike Woolf Farming,Mike Woolf Farming,False,unmatched - passthrough
Medline Industries Inc.,Medline Industries Inc.,False,unmatched - passthrough
USS Viceroy Solar LLC,USS Viceroy Solar LLC,False,unmatched - passthrough
USS Verbena Solar LLC,USS Verbena Solar LLC,False,unmatched - passthrough
USS Solar Rapids LLC,USS Solar Rapids LLC,False,unmatched - passthrough
USS Solar Dawn LLC,USS Solar Dawn LLC,False,unmatched - passthrough
USS Wonder Solar LLC,USS Wonder Solar LLC,False,unmatched - passthrough
USS Wolf Solar LLC,USS Wolf Solar LLC,False,unmatched - passthrough
USS Wildcat Solar LLC,USS Wildcat Solar LLC,False,unmatched - passthrough
Elora LLC,Elora LLC,False,unmatched - passthrough
"USF McClellan, LLC","USF McClellan, LLC",False,unmatched - passthrough
USS Bluff Country Solar,USS Bluff Country Solar,False,unmatched - passthrough
"ESNJ-PLD-CRANBURY2, LLC","ESNJ-PLD-CRANBURY2, LLC",False,unmatched - passthrough
Hoag Memorial Presbyterian Hospital,Institutional Self-Generation (various),False,rule
"SR Jackson II, LLC","SR Jackson II, LLC",False,unmatched - passthrough
Community Foodbank of NJ,Community Foodbank of NJ,False,unmatched - passthrough
USS Danube Solar LLC,USS Danube Solar LLC,False,unmatched - passthrough
USS Cosmo Solar LLC,USS Cosmo Solar LLC,False,unmatched - passthrough
USS Chariot Solar LLC,USS Chariot Solar LLC,False,unmatched - passthrough
USS Catfish Solar LLC,USS Catfish Solar LLC,False,unmatched - passthrough
USS Bush Solar LLC,USS Bush Solar LLC,False,unmatched - passthrough
USS Brockway Solar LLC,USS Brockway Solar LLC,False,unmatched - passthrough
Tweite Community Solar LLC,Tweite Community Solar LLC,False,unmatched - passthrough
RE-VFO LLC,RE-VFO LLC,False,unmatched - passthrough
RC Energy AA LLC,RC Energy AA LLC,False,unmatched - passthrough
"Woodchuck Solar, LLC","Woodchuck Solar, LLC",False,unmatched - passthrough
"Springer Electric Coop, Inc",Electric Cooperative (various),False,rule
MN Buffalo Lake 212-1 LLC,MN Buffalo Lake 212-1 LLC,False,unmatched - passthrough
Town of Stowe - (VT),Municipal / Public Utility (various),False,rule
Wendell MA 1 LLC,Wendell MA 1 LLC,False,unmatched - passthrough
Caldwell Wastewater Treatment Plant,Caldwell Wastewater Treatment Plant,False,unmatched - passthrough
Cannon River LLC,Cannon River LLC,False,unmatched - passthrough
Corix Cleveland Thermal Generating LP ,Corix Cleveland Thermal Generating LP,False,unmatched - passthrough
DIVOCSG 14 LLC,DIVOCSG 14 LLC,False,unmatched - passthrough
DIVOCSG 13 LLC,DIVOCSG 13 LLC,False,unmatched - passthrough
"DG Tufts Science, LLC","DG Tufts Science, LLC",False,unmatched - passthrough
"Stage Gulch Solar, LLC","Stage Gulch Solar, LLC",False,unmatched - passthrough
"Stafford St Solar 3, LLC","Stafford St Solar 3, LLC",False,unmatched - passthrough
"Ledeaux Solar, LLC","Ledeaux Solar, LLC",False,unmatched - passthrough
"Lavio Solar, LLC","Lavio Solar, LLC",False,unmatched - passthrough
Strandness Garden LLC,Strandness Garden LLC,False,unmatched - passthrough
Straight Garden LLC,Straight Garden LLC,False,unmatched - passthrough
SoCore VT Alburgh LLC,SoCore VT Alburgh LLC,False,unmatched - passthrough
"Cordova Electric Coop, Inc",Electric Cooperative (various),False,rule
SunE WG45 Woodland LLC,SunE WG45 Woodland LLC,False,unmatched - passthrough
LSE Canis Minor LLC,LSE Canis Minor LLC,False,unmatched - passthrough
LSE Ara LLC,LSE Ara LLC,False,unmatched - passthrough
"Luminace Solar Georgia, LLC","Luminace Solar Georgia, LLC",False,unmatched - passthrough
Solar Provider Group MN I LLC,Solar Provider Group MN I LLC,False,unmatched - passthrough
Sunlight General Somerset Solar LLC,Sunlight General Somerset Solar LLC,False,unmatched - passthrough
6685 Santa Barbara Ct,6685 Santa Barbara Ct,False,unmatched - passthrough
"Pleasantdale Road Solar, LLC","Pleasantdale Road Solar, LLC",False,unmatched - passthrough
Leven Garden LLC,Leven Garden LLC,False,unmatched - passthrough
Case Western Reserve University,Institutional Self-Generation (various),False,rule
"St. Joseph's Solar, LLC","St. Joseph's Solar, LLC",False,unmatched - passthrough
Star Garden LLC,Star Garden LLC,False,unmatched - passthrough
Spring Prairie Solar LLC,Spring Prairie Solar LLC,False,unmatched - passthrough
"Phoenix Contact Services, Inc","Phoenix Contact Services, Inc",False,unmatched - passthrough
Prawer Community Solar LLC,Prawer Community Solar LLC,False,unmatched - passthrough
"GLC-(CA) Aqua SD, LLC","GLC-(CA) Aqua SD, LLC",False,unmatched - passthrough
Flodquist Community Solar LLC,Flodquist Community Solar LLC,False,unmatched - passthrough
Five Crowns Inc,Five Crowns Inc,False,unmatched - passthrough
Preston Garden LLC,Preston Garden LLC,False,unmatched - passthrough
Castle Rock Cooling,Castle Rock Cooling,False,unmatched - passthrough
New Germany Solar I LLC,New Germany Solar I LLC,False,unmatched - passthrough
Nevada Gold Mines,Nevada Gold Mines,False,unmatched - passthrough
Clara City Solar LLC,Clara City Solar LLC,False,unmatched - passthrough
"Clara City CSG I, LLC","Clara City CSG I, LLC",False,unmatched - passthrough
City of Los Angeles Harbor Department - (CA),Municipal / Public Utility (various),False,rule
NES Rutgers LLC,NES Rutgers LLC,False,unmatched - passthrough
"Coast Energy Holdings, LLC","Coast Energy Holdings, LLC",False,unmatched - passthrough
Heyer CSG LLC,Heyer CSG LLC,False,unmatched - passthrough
"Nabholz Solar FPS Ozarks, LLC","Nabholz Solar FPS Ozarks, LLC",False,unmatched - passthrough
USS Water City Solar LLC,USS Water City Solar LLC,False,unmatched - passthrough
Munro Valley Solar LLC,Munro Valley Solar LLC,False,unmatched - passthrough
Mud Garden LLC,Mud Garden LLC,False,unmatched - passthrough
"Mountain Parks Services, Inc.","Mountain Parks Services, Inc.",False,unmatched - passthrough
"SOL ME Augusta 13 York Farm, LLC","SOL ME Augusta 13 York Farm, LLC",False,unmatched - passthrough
Enfinity NorCal 1 FAA LLC,Clenera / Enfinity,False,rule
"Electric Avenue Lunenburg Solar 1, LLC","Electric Avenue Lunenburg Solar 1, LLC",False,unmatched - passthrough
NY - Mines Press,NY - Mines Press,False,unmatched - passthrough
Erin Garden LLC,Erin Garden LLC,False,unmatched - passthrough
Altorfer Inc.,Altorfer Inc.,False,unmatched - passthrough
Clear Garden LLC,Clear Garden LLC,False,unmatched - passthrough
SunE WG113 Moreno Valley LLC,SunE WG113 Moreno Valley LLC,False,unmatched - passthrough
Titlow Garden LLC,Titlow Garden LLC,False,unmatched - passthrough
"TicketNetwork Campus Realty, LLC","TicketNetwork Campus Realty, LLC",False,unmatched - passthrough
Stearns Solar I LLC,Stearns Solar I LLC,False,unmatched - passthrough
MSC-Scandia01 LLC,MSC-Scandia01 LLC,False,unmatched - passthrough
MSC-Rice01 LLC,MSC-Rice01 LLC,False,unmatched - passthrough
MSC-GreyCloud01 LLC,MSC-GreyCloud01 LLC,False,unmatched - passthrough
"MSC-Empire01, LLC","MSC-Empire01, LLC",False,unmatched - passthrough
MSC-Chisago02 LLC,MSC-Chisago02 LLC,False,unmatched - passthrough
"SunE NLB-2, LLC","SunE NLB-2, LLC",False,unmatched - passthrough
Masser Farms Realty Ltd,Masser Farms Realty Ltd,False,unmatched - passthrough
Massachusetts Electric Co,Massachusetts Electric Co,False,unmatched - passthrough
"J.T. Hobby and Son, Inc.","J.T. Hobby and Son, Inc.",False,unmatched - passthrough
Johnson II CSG LLC,Johnson II CSG LLC,False,unmatched - passthrough
Severson HoldCo LLC,Severson HoldCo LLC,False,unmatched - passthrough
Scotch Settlement        ,Scotch Settlement,False,unmatched - passthrough
Materials Innovation Recycling Authority,Materials Innovation Recycling Authority,False,unmatched - passthrough
"Erving Poplar Mountain Solar 1, LLC","Erving Poplar Mountain Solar 1, LLC",False,unmatched - passthrough
"SunE WF3 KHL A Holdings, LLC","SunE WF3 KHL A Holdings, LLC",False,unmatched - passthrough
"SunE Solar XVI Lessor, LLC","SunE Solar XVI Lessor, LLC",False,unmatched - passthrough
MSC-Chisago01 LLC,MSC-Chisago01 LLC,False,unmatched - passthrough
Dependable Highway Express Inc,Dependable Highway Express Inc,False,unmatched - passthrough
Delta Electronics (Americas) Ltd,Delta Electronics (Americas) Ltd,False,unmatched - passthrough
"LSE Crater, LLC","LSE Crater, LLC",False,unmatched - passthrough
LSE Chamaeleon LLC,LSE Chamaeleon LLC,False,unmatched - passthrough
Boston Medical Center,Institutional Self-Generation (various),False,rule
Minisink Solar LLC,Minisink Solar LLC,False,unmatched - passthrough
Millis MA 1 LLC,Millis MA 1 LLC,False,unmatched - passthrough
Millbury MA #1092 LLC,Millbury MA #1092 LLC,False,unmatched - passthrough
Eagle Springs Solar LLC,Eagle Springs Solar LLC,False,unmatched - passthrough
Allie L.L.C.,Allie L.L.C.,False,unmatched - passthrough
E. Goenner Community Solar LLC,E. Goenner Community Solar LLC,False,unmatched - passthrough
The Medical Center Company,Institutional Self-Generation (various),False,rule
Schull CSG LLC,Schull CSG LLC,False,unmatched - passthrough
Schueler Community Solar LLC,Schueler Community Solar LLC,False,unmatched - passthrough
